;lastpage;seed;age;colorVision;gender;gender[other];experienceAI_none;experienceAI_media;experienceAI__privateLife;experienceAI_work;experienceAI_relatedCourse;experienceAI_research;experienceAI_other;experienceHealth_none;experienceHealth_interested;experienceHealth_work;experienceHealth_doctor;experienceHealth_pulmonologist;experienceHealth_research;experienceHealth_xRays;experienceHealth_other;outcomeAI[1];condition;slider1;ownPrediction1;ownConfidence1[howConfident];aiPrediction1;confidence1[howConfident];justification1;slider2;ownPrediction2;ownConfidence2[howConfident];aiPrediction2;confidence2[howConfident];justification2;slider3;ownPrediction3;ownConfidence3[howConfident];aiPrediction3;confidence3[howConfident];justification3;slider4;ownPrediction4;ownConfidence4[howConfident];aiPrediction4;confidence4[howConfident];justification4;slider5;ownPrediction5;ownConfidence5[howConfident];aiPrediction5;confidence5[howConfident];justification5;slider6;ownPrediction6;ownConfidence6[howConfident];aiPrediction6;confidence6[howConfident];justification6;slider7;ownPrediction7;ownConfidence7[howConfident];aiPrediction7;confidence7[howConfident];justification7;slider8;ownPrediction8;ownConfidence8[howConfident];aiPrediction8;confidence8[howConfident];justification8;slider9;ownPrediction9;ownConfidence9[howConfident];aiPrediction9;confidence9[howConfident];justification9;slider10;ownPrediction10;ownConfidence10[howConfident];aiPrediction10;confidence10[howConfident];justification10;slider11;ownPrediction11;ownConfidence11[howConfident];aiPrediction11;confidence11[howConfident];justification11;slider12;ownPrediction12;ownConfidence12[howConfident];aiPrediction12;confidence12[howConfident];justification12;featurePneumonia;featureHealthy;explSatisfaction_makeDecision;explSatisfaction_satisfying;explSatisfaction_detail;explSatisfaction_complete;explSatisfaction_usefulToPredictAi;explSatisfaction_trust;TrustRating_trust;TrustRating_rely;CompetenceRating[1];EmotionRating_Anger;EmotionRating_Easygoing;EmotionRating_Happy;EmotionRating_ChilledOut;EmotionRating_Mad;EmotionRating_Satisfaction;EmotionRating_Calm;EmotionRating_Relaxation;EmotionRating_Enjoyment;EmotionRating_Pissed;EmotionRating_Liking;PracticalApplRating[1];PracticalApplAreas_additionToMedicalPersonel;PracticalApplAreas_diagnosis;PracticalApplAreas_supportForMedicalExplanation;PracticalApplAreas_routineExaminations;PracticalApplAreas_screeningAtHome;PracticalApplAreas_other;comment;totalTime;predictionTime1;predictionTime2;predictionTime3;predictionTime4;predictionTime5;predictionTime6;predictionTime7;predictionTime8;predictionTime9;predictionTime10;predictionTime11;predictionTime12;lastPageTime;ownPrediction1_correct;ownPrediction2_correct;ownPrediction3_correct;ownPrediction4_correct;ownPrediction5_correct;ownPrediction6_correct;ownPrediction7_correct;ownPrediction8_correct;ownPrediction9_correct;ownPrediction10_correct;ownPrediction11_correct;ownPrediction12_correct;aiPrediction1_correct;aiPrediction2_correct;aiPrediction3_correct;aiPrediction4_correct;aiPrediction5_correct;aiPrediction6_correct;aiPrediction7_correct;aiPrediction8_correct;aiPrediction9_correct;aiPrediction10_correct;aiPrediction11_correct;aiPrediction12_correct;correctOwnPredictionsTotal;correctAiPredictionsTotal;ignored_sliders;ownPred=AiPred;correct_own_Predictions_percent;correct_Ai_Predictions_percent;correct_Predictions_ForWrongAi_percent;correct_Predictions_ForCorrectAi_percent;meanConfidence;correctMeanConfidence;falseMeanConfidence;TimePrediction_mean;explSatisfaction_mean;Trust_mean;Anger_mean;Happy_mean;Relaxation_mean
96;18;303637853;43.0;N;1.0;;Y;Y;Y;;;;;Y;Y;;;;;;;5.0;1;1.0;healt;5.0;healt;7.0;I think it has been trained to ignore medical wires;-1.0;sick;6.0;sick;6.0;;-1.0;sick;6.0;sick;6.0;;-1.0;healt;6.0;healt;6.0;;-1.0;sick;5.0;sick;7.0;;-1.0;sick;6.0;sick;6.0;;0.79;sick;5.0;sick;6.0;;-1.0;healt;5.0;healt;7.0;;-1.0;healt;7.0;healt;7.0;;-1.0;sick;6.0;sick;6.0;;-1.0;healt;6.0;healt;6.0;;-1.0;healt;6.0;healt;6.0;;Areas of the lung tissue that look cloudy;Clear areas of the lungs;5.0;5.0;5.0;5.0;4.0;4.0;4.0;4.0;7.0;1.0;6.0;6.0;6.0;1.0;5.0;7.0;7.0;7.0;1.0;6.0;5.0;Y;Y;Y;Y;Y;;;413.32;51.83;13.98;11.07;13.43;14.64;10.72;22.07;11.92;11.13;10.15;10.61;11.68;107.71;0;1;1;1;0;0;0;1;1;1;0;0;0;1;1;0;1;1;0;1;1;0;1;1;6;8;10;1.0;0.0;0.0;NaN;0.0;6.5;NaN;6.5;36.95;4.666666666666667;4.0;1.0;6.0;6.5
97;18;1094784099;50.0;N;1.0;;;Y;Y;Y;;Y;;;Y;;;;;;;4.0;0;1.0;sick;5.0;healt;5.0;I think the AI identifies pneumonia by appearing in green near the top of the lung.;1.0;healt;4.0;healt;4.0;The AI predicted no pneumonia because the green is very faint.;1.0;sick;3.0;sick;3.0;The green is very pronounced and is spread throughout both lungs.;0.97;healt;5.0;healt;4.0;The lungs look clear with not too much green.;1.0;healt;4.0;healt;4.0;I think the AI believes it's pneumonia when the green appears only on one lung.;1.0;sick;4.0;sick;4.0;The green area is near the top but also light near the heart.;1.0;sick;5.0;sick;5.0;There is significant green near the top of the lungs and near heart.;1.0;sick;4.0;sick;4.0;There appears to be some green in both lungs.;1.0;sick;4.0;sick;4.0;The AI sees the red that is very dense in one lung.;1.0;sick;4.0;sick;4.0;The green area looks to be widespread.;0.91;sick;5.0;sick;5.0;The AI thinks pneumonia because the green is more allocated near the top.;1.0;healt;4.0;healt;4.0;The green is more towards the bottom so AI thinks not pneumonia.;I think the location of the green colors has something to do with it.;I think the AI needs to see the green near the bottom of the chest to think healthy lungs.;1.0;1.0;1.0;1.0;1.0;2.0;3.0;2.0;1.0;2.0;4.0;2.0;4.0;2.0;2.0;4.0;1.0;1.0;2.0;1.0;1.0;Y;;Y;;;;No.;1519.45;186.7;87.56;68.62;84.79;150.76;47.66;44.05;42.71;36.02;37.63;59.55;46.99;206.65;1;0;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;6;3;0;0.9166666666666666;0.5;0.25;0.3333333333333333;0.16666666666666666;4.166666666666667;3.6666666666666665;4.333333333333333;74.42;1.1666666666666667;2.5;2.0;1.5;3.25
98;18;209215340;32.0;N;2.0;;;Y;Y;;;;;Y;;;;;;;;4.0;0;1.0;sick;1.0;sick;2.0;;1.0;sick;1.0;sick;2.0;;1.0;sick;2.0;sick;2.0;;1.0;healt;2.0;healt;2.0;;1.0;sick;2.0;sick;2.0;;1.0;sick;2.0;sick;2.0;;1.0;sick;1.0;sick;2.0;;1.0;sick;1.0;healt;1.0;;1.0;healt;2.0;healt;2.0;;1.0;sick;2.0;sick;2.0;;1.0;healt;1.0;healt;2.0;;1.0;healt;1.0;healt;1.0;;Patchy areas of white in the lungs and higher levels of heat;Clearer lungs with no cloudiness;1.0;1.0;3.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;;Y;Y;;Y;;;996.98;115.92;22.02;28.35;17.14;53.7;19.54;17.09;65.26;24.77;15.18;43.36;16.39;216.95;1;1;1;1;0;0;0;0;1;1;0;0;1;1;1;0;1;1;0;1;1;0;1;1;6;9;0;0.9166666666666666;0.5;0.75;0.6666666666666666;0.8333333333333334;1.8333333333333333;1.7777777777777777;2.0;36.559999999999995;1.5;2.0;1.0;1.25;1.25
99;18;1961859265;18.0;N;2.0;;Y;;;;;;;;Y;;;;;;;2.0;2;1.0;sick;7.0;sick;5.0;You can clearly see cloudy coverage in the xray implying infection;-1.0;sick;5.0;sick;6.0;;-1.0;sick;4.0;sick;4.0;;-1.0;sick;4.0;healt;4.0;;-1.0;healt;4.0;healt;4.0;;-1.0;sick;5.0;sick;6.0;;-1.0;sick;7.0;sick;7.0;;1.0;healt;4.0;healt;4.0;Ribs aren't covered by cloudiness;-1.0;healt;4.0;healt;4.0;;-1.0;sick;7.0;sick;7.0;;-1.0;sick;5.0;sick;5.0;;-1.0;healt;4.0;healt;4.0;;Viability of the ribs, whether image it cloudy;Viability of ribs;3.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Y;Y;Y;Y;Y;;;553.63;62.53;12.75;15.96;16.88;17.07;23.03;17.35;47.76;12.23;13.4;19.07;14.58;78.78;1;1;1;0;1;0;0;1;1;1;1;0;1;1;1;0;0;1;0;1;1;0;0;1;8;7;10;1.0;1.0;1.0;NaN;1.0;4.5;4.5;NaN;55.144999999999996;3.6666666666666665;4.0;1.0;1.0;1.0
101;18;1532192088;21.0;N;1.0;;;Y;;;;;;;Y;;;;;;;4.0;0;1.0;sick;6.0;sick;6.0;When pneumonia is present, there is always some fogginess around the lungs and near the abdomen. The slider and green areas also showed me that the AI made the decision based on the fogginess of the left lung. ;1.0;sick;1.0;healt;1.0;I think this is a pneumonia patient but the AI may say otherwise. ;1.0;sick;4.0;sick;4.0;This example seemed to be more in the middle as you get traits from both individuals dealing with pneumonia and not dealing with pneumonia. I would guess they are suffering from pneumonia because the AI was fixated on the lungs and heart area more than anything else. ;1.0;healt;5.0;healt;5.0;The AI made this decision because it didn't see any indications that said otherwise. ;1.0;sick;4.0;sick;4.0;This has to be one of the most confusing ones. It is hard to tell because the X-Rays don't give any clues but the AI obviously looked over the images well as evident by the green spots. ;1.0;sick;4.0;sick;4.0;Going off the AI green spots, I would guess this is someone suffering from Pneumonia but I could be wrong. ;1.0;sick;5.0;sick;5.0;The fogginess is prominent here and seems to be a clear severe case of it. The fogginess is affecting not just the lungs but possibly the heart and throat areas. ;1.0;healt;7.0;healt;7.0;The AI did not scout the areas of the X-Ray, the green spots were minimal which indicate that the AI did not find anything significant. ;1.0;healt;7.0;healt;7.0;These X-Rays show clear images of clean lungs with nothing to give the AI a reason to think otherwise. ;1.0;sick;5.0;sick;5.0;I believe that the AI saw the clear fogginess and uncertainty of the left lung. ;1.0;healt;5.0;healt;5.0;The fogginess from the pneumonia examples was not present here. I also see that the AI looked over more areas when making its decision. ;1.0;healt;2.0;healt;2.0;I would think that the AI made this decision based on the fact that this individuals lungs are clear. ;The AI pays attention not to just the lungs but the surrounding areas as well. The Abdomen seems to be an area of focus. ;I think that the AI looks at the fogginess of the lungs and how clear they are. ;4.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;4.0;5.0;;Y;Y;Y;Y;;No.;1923.35;116.06;93.64;94.61;44.46;260.24;60.02;63.46;63.57;54.73;109.98;165.04;259.88;171.94;1;1;1;1;0;0;0;1;1;1;0;0;1;0;1;0;1;1;0;1;1;0;1;1;7;8;0;0.9166666666666666;0.5833333333333334;0.6666666666666666;0.6666666666666666;0.6666666666666666;4.583333333333333;4.875;4.0;115.47416666666668;3.3333333333333335;3.0;2.6666666666666665;4.0;3.25
103;18;884040849;30.0;N;2.0;;;Y;Y;;;;;Y;;;;;;;;3.0;2;1.0;healt;4.0;healt;7.0;the image of the slider is clearer;1.0;sick;7.0;sick;7.0;it looks very infected;1.0;sick;4.0;sick;7.0;heart is engulfed by abdomen;1.0;sick;7.0;healt;5.0;clear lungs;1.0;healt;7.0;healt;6.0;looks clear;1.0;healt;4.0;healt;4.0;could go. either way;1.0;healt;7.0;healt;4.0;looks clear;1.0;healt;4.0;sick;4.0;the slider is grainy;1.0;healt;7.0;healt;7.0;looks clear;1.0;sick;5.0;sick;7.0;doesn't look clear;1.0;sick;6.0;sick;7.0;the abdomen is engulfng the heart;1.0;healt;7.0;healt;7.0;clear;i think it looks at the cloudiness of the image rather the overall image;I think it looks at clarity and confuses veins, heart, grainy details for pneumonia;3.0;2.0;2.0;3.0;3.0;4.0;2.0;1.0;5.0;1.0;5.0;2.0;5.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;2.0;Y;;;;;;no;892.03;51.96;47.04;26.8;23.52;26.36;35.36;23.95;21.72;18.81;24.1;46.24;22.22;178.87;0;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;1;9;5;0;0.8333333333333334;0.75;0.4166666666666667;0.16666666666666666;0.6666666666666666;6.0;6.4;5.714285714285714;30.673333333333336;2.8333333333333335;1.5;1.0;1.25;4.0
104;18;1378220617;43.0;N;2.0;;;Y;Y;Y;;;;;Y;;;;;;;4.0;2;1.0;sick;7.0;sick;7.0;the white clouding in the lungs that occurs with pneumonia is very clear;1.0;sick;7.0;sick;7.0;the white clouding in the lungs that occurs with pneumonia is very clear;1.0;sick;7.0;sick;7.0;the white clouding in the lungs that occurs with pneumonia is very clear;1.0;healt;2.0;healt;2.0;The lungs look reasonably clear in the left image, but clearer still in the right image;1.0;sick;6.0;sick;6.0;The lungs look white and cloudy in the left image;1.0;sick;7.0;sick;7.0;The lungs look very white and cloudy;1.0;healt;4.0;healt;4.0;the left image looks cloudy but the right image is much worse in comparison;1.0;healt;6.0;healt;6.0;The lungs look clear in the left image and cloudy in the right image;1.0;healt;7.0;healt;7.0;The chear looks clear (lots of dark areas visbale in  the lungs);1.0;sick;4.0;sick;4.0;the lungs look white and cloudy in both images;1.0;healt;4.0;healt;4.0;The lungs look cloudy in the left image but the right image looks much worse in comparison;1.0;healt;7.0;healt;7.0;The chest look clear (lots of dark area visable in the lungs);The amount of cloudy white area within the lungs;Black areas indicating air is present in the lungs;4.0;4.0;3.0;4.0;4.0;3.0;4.0;4.0;9.0;1.0;5.0;5.0;5.0;1.0;6.0;5.0;5.0;6.0;1.0;6.0;5.0;Y;Y;Y;Y;Y;;;1207.16;106.5;20.71;44.51;99.25;33.55;35.97;42.65;73.67;37.07;45.22;61.9;71.99;167.49;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;0;1;1;8;10;0;1.0;0.6666666666666666;0.8333333333333334;0.6666666666666666;1.0;5.666666666666667;6.2;3.0;56.0825;3.6666666666666665;4.0;1.0;5.75;5.0
108;18;408307377;28.0;N;1.0;;;Y;Y;;;;;Y;Y;;;;;;;5.0;2;1.0;sick;7.0;sick;7.0;If the AI has been trained thoroughly, which I assume it has, then it will be able to make comparisons between the image on the left and reference images of an infected lung in its database,;1.0;sick;7.0;sick;7.0;The distinction between the 2 images is very clear.;1.0;sick;7.0;sick;7.0;The AI ought to be able to tell the difference between the two images as there is a discernible difference between the two pairs of lungs.;-1.0;healt;7.0;sick;4.0;I'm assuming that the scans are depicting a woman. I also assume that the AI  may not be able to differentiate the white representing the female's breasts from pneumonia infected lungs.;1.0;sick;5.0;sick;7.0;The difference is clear between the images being compared.;1.0;sick;7.0;sick;7.0;There is enough of a difference between the two images.;1.0;sick;7.0;sick;5.0;This should be an easy decision for the AI  to make. ;1.0;healt;5.0;sick;5.0;Because the lungs depicted in the image on the left are not appearing as dark as those in other scans of uninfected lungs the computer may mistake this for pneumonia infected lungs. ;1.0;healt;7.0;healt;7.0;There is a distinct difference between the image on the left and right. ;1.0;sick;7.0;sick;7.0;I think the AI has enough reference material to know that both of the images are depicting pneumonia-infected lunges albeit to varying degrees of severity.;1.0;sick;7.0;healt;7.0;Based on previous decisions the AI is decisions making process is fairly predictable and can't discern between similar images.;1.0;sick;7.0;healt;7.0;The AI may think that the original image on the left shows no pneumonia. ;"I think it particularly pays attention to the shading of the lungs as in ""grey, of white.""";I think the AI looks to see what shade of black or grey they are.;5.0;5.0;5.0;5.0;5.0;5.0;4.0;2.0;10.0;1.0;6.0;4.0;7.0;1.0;4.0;7.0;7.0;4.0;1.0;4.0;1.0;Y;;Y;;Y;;No. Thank you.;1649.54;134.31;32.12;52.17;131.95;86.62;47.37;54.83;134.14;51.69;106.34;60.11;71.83;253.85;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;9;9;1;0.7272727272727273;0.7272727272727273;0.7272727272727273;0.8;0.6666666666666666;6.636363636363637;7.0;5.666666666666667;75.59363636363638;5.0;3.0;1.0;4.0;6.75
112;18;975441080;27.0;N;1.0;;;Y;;;;;;Y;;;;;;;;4.0;0;1.0;sick;3.0;sick;4.0;Highlighted an area that looks obscured as was shown in all of the lungs which had pneumonia;1.0;sick;4.0;sick;3.0;Image contains a large amount of white clouding implying that the person in it has pneumonia;1.0;sick;3.0;sick;3.0;AI has highlighted large parts of it in green and it looks obscured as lots of the unhealthy lung images did.;0.96;sick;3.0;sick;3.0;Large parts of the image are obscured as were the example images of patients affected by pneumonia;0.94;healt;3.0;healt;3.0;Most of the structure of the persons internal body parts can be seen in the image implying that they do not have pneumonia;1.0;sick;3.0;sick;2.0;Image has lots of elements that look obscured as most of the example images of pneumonia did.;1.0;healt;1.0;healt;1.0;You can make out most of the bones in the image implying that there is no issue with pneumonia;1.0;healt;3.0;healt;4.0;Image looks clear like most of the healthy images of lungs and has minimal green highlighting on it.;1.0;sick;4.0;sick;4.0;Lots of clouding appears in the imagery which implies the presence of pneumonia;1.0;sick;3.0;sick;3.0;Image has lots of obscuring white detail on it which implies the patient has pneumonia;1.0;healt;3.0;healt;3.0;Large parts of the image look quite clear implying the patient does not have pneumonia;1.0;healt;3.0;healt;3.0;Most of the image is quite clear implying that the patient has no issue with pneumonia;Highlighted areas seem to focus on parts of the imagery where there is sever amounts of white clouding;AI seems to highlight areas in which the clouding detail has not appeared in the imagery.;2.0;3.0;4.0;3.0;4.0;3.0;3.0;4.0;1.0;1.0;3.0;3.0;2.0;1.0;5.0;4.0;3.0;5.0;1.0;3.0;4.0;Y;;Y;;;;;1534.71;142.03;56.5;54.67;95.41;52.5;64.16;61.82;94.32;63.69;67.35;107.23;75.09;132.28;1;1;1;0;1;0;1;1;0;1;0;0;1;1;1;1;0;1;1;1;0;0;1;1;7;9;0;1.0;0.5833333333333334;0.75;0.6666666666666666;0.8333333333333334;3.0;2.888888888888889;3.3333333333333335;77.89750000000002;3.1666666666666665;3.5;1.0;4.0;3.0
115;18;498030391;53.0;N;2.0;;;;;;;;I periodically work on 'Appen' and 'Neevo'  so i have experience.;;Y;;;;;;;5.0;0;1.0;sick;7.0;sick;7.0;The whole area is blurry and faded and the green colour is very bright;1.0;sick;6.0;sick;6.0;I think that the pneumonia on this x-ray is just starting to manifest because it is at the edges?! (the green);1.0;healt;5.0;healt;5.0;"I am sorry but i am not judging these x-rays very well am i!
For this one ,i do think that there is no pneumonia though.";1.0;healt;5.0;healt;5.0;There is a smaller area of the colour green.This is the only deciding factor for me.;1.0;sick;6.0;sick;6.0;I will say that there is 'no pneumonia present.;1.0;sick;6.0;sick;6.0;As far as i am aware when there is pneumonia the green is bright and vivid and the area behind is cloudy.;1.0;sick;5.0;sick;5.0;"Some of the green area is not bright but the rest is.
The background is still very cloudy looking.";1.0;healt;6.0;healt;6.0;I can see that there is are 'smaller'green areas and from what i am learning from this task is maybe there is 'no' pneumonia here.;1.0;sick;6.0;sick;6.0;"The area is cloudy and faded.
The green colour maybe suggests that the pneumonia has manifested from the edge of the lungs.";1.0;sick;6.0;sick;6.0;I see the area is a fuzzy cloudy white colour and dim , also the green is bright to me.;1.0;sick;7.0;sick;7.0;I can see that the whole area is already faded and fuzzy, also the green is very prominant.;1.0;sick;6.0;sick;6.0;The white area is faded and the green is relatively bright.;I think that the AI is looking at the clarity of the 'green' colour and maybe the 'pattern' of the pneumonia. ;"I believe that when it predicts healthy lungs  there will be 'no' green colour showing up at all.
Although in the x-rays at the beginning of the study i was seeing 'cloudy' backgrounds in the chest
when pneumonia was present but when there was no pneumonia present the area was much 'darker'
";5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;3.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;7.0;1.0;1.0;Y;Y;Y;Y;Y;;I really did genuinely think that i could have got all the answers correct after i had read the instructions for the x-rays. It seems that i was so wrong and i really did try my best. Thank you! ;2328.79;128.97;117.72;105.8;77.44;59.98;81.87;83.41;94.24;93.96;96.85;128.76;75.0;439.13;1;1;0;1;0;0;0;1;0;1;1;1;1;1;0;0;1;1;0;1;0;0;0;0;7;5;0;1.0;0.5833333333333334;0.4166666666666667;0.3333333333333333;0.5;5.916666666666667;6.2;5.714285714285714;95.33333333333333;5.0;1.0;4.333333333333333;1.0;1.25
118;18;915492014;36.0;N;1.0;;;Y;;;;;;;;Y;Y;;;Y;;3.0;1;1.0;sick;7.0;sick;7.0;;1.0;sick;7.0;sick;5.0;I don't think the green areas demonstrate the main pathology, but overall there is enough consolidation in the green areas that makes me think the AI will diagnose pneumonia.;0.86;healt;7.0;healt;3.0;Based on previous results now, I'm not sure I agree with the AI as much as I initially thought. Here there do not appear to be any features of pneumonia.;1.0;healt;7.0;sick;2.0;The green areas that the AI is looking at are not all even in the lung fields so I think it might make the wrong decision.;1.0;healt;5.0;healt;3.0;Increase reticular shadowing through the lung fields. I think the AI will indicate that the whole lung field looks similar so would conclude that there is no pneumonia.;0.99;sick;7.0;sick;3.0;I think the AI would diagnose pneumonia because the green areas are over areas of opacification.;1.0;healt;7.0;sick;2.0;One of the green areas of the AI is outside the lung field completely so I don't think it will be very accurate (hence my lack of confidence). The green areas in the lung fields will probably make the AI diagnose pneumonia, but overall I don't think there is evidence of infection.;0.98;healt;7.0;healt;1.0;I'm not confident at all about the AI diagnosis, but in this case I would expect it to say no pneumonia.;1.0;healt;7.0;healt;7.0;No areas of concern on the X-ray, including the areas in green.;1.0;sick;7.0;sick;7.0;Green areas match up with areas of pneumonia.;1.0;sick;7.0;sick;7.0;The upper zone of the left lung has an area of patchy consolidation, which was identified by the green area of the AI.;-1.0;healt;7.0;healt;7.0;Lung fields are clear, no features of pneumonia.;How much white consolidation there is in the lung compared to the rest of the X-ray;It may look for a low amount of whiteness (consolidation) in the lung fields.;2.0;2.0;1.0;1.0;2.0;3.0;1.0;1.0;9.0;2.0;1.0;3.0;3.0;2.0;3.0;2.0;1.0;5.0;4.0;1.0;3.0;Y;Y;;Y;;;I found myself disagreeing with the AI multiple times, and I tend to believe my own assessment rather than the AI.  Having said that, I would be comfortable to use AI in the future if it were shown to be accurate when compared to an assessment by an expert (e.g. a radiologist).;1138.69;23.68;65.49;58.64;53.76;99.52;39.48;92.07;44.35;34.88;20.34;38.88;26.32;203.1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;0;1;0;1;0;1;1;0;0;1;9;7;1;0.8181818181818182;0.8181818181818182;0.5454545454545454;0.4;0.6666666666666666;4.2727272727272725;4.166666666666667;4.4;51.91727272727273;1.8333333333333333;1.0;2.6666666666666665;3.0;1.75
119;18;792132383;48.0;N;1.0;;;Y;;;;;;Y;;;;;;;;6.0;0;1.0;sick;5.0;sick;5.0;The image is similar to the previous examples of an infected lung, as are the green pixels.;1.0;sick;1.0;healt;1.0;Green areas outside the body.;1.0;sick;1.0;sick;1.0;Green areas aren't clear.;1.0;healt;1.0;healt;1.0;Clear areas outside the body are pixelated in green.;1.0;healt;1.0;healt;1.0;Green areas are clear.;1.0;healt;5.0;healt;5.0;The image is similar to the previous examples of patients not suffering from pneumonia.  The green pixels cover images of clear lung.;1.0;sick;2.0;healt;2.0;Areas outside the body support the decision.;1.0;healt;1.0;healt;1.0;Green areas outside the body.;1.0;healt;1.0;healt;1.0;Green areas outside body support the decision.;1.0;sick;2.0;sick;1.0;Green areas aren't clear.;1.0;healt;2.0;healt;2.0;Image is similar to the previous examples of patients without pneumonia.;1.0;healt;2.0;sick;2.0;No areas outside body are pixelated in green.;Clarity.;Areas outside body.;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;6.0;1.0;3.0;;;Y;;;;;2428.89;250.26;79.43;113.12;113.56;154.3;148.62;190.08;48.72;87.71;54.07;257.71;176.33;127.67;1;1;1;1;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;1;1;0;1;0;9;6;0;0.75;0.75;0.5;0.16666666666666666;0.8333333333333334;1.9166666666666667;2.0;1.8333333333333333;139.4925;1.0;3.0;2.6666666666666665;1.0;1.0
121;18;131250775;30.0;N;2.0;;;Y;;;;;;;Y;;;;;;;4.0;2;1.0;sick;3.0;sick;3.0;The lungs have a cloudy appearance on the x-ray.;-1.0;sick;7.0;sick;7.0;One lung is clearly pictured differently to the other. It looks fainter in the scan.;1.0;sick;2.0;sick;1.0;There is a slight cloudiness in the lungs in this image.;1.0;healt;5.0;healt;5.0;The lungs look very clear on the x-ray image.;1.0;sick;4.0;sick;4.0;The lungs have a streaky appearance on the x-ray image.;1.0;sick;5.0;sick;6.0;There are lots of white streaks in the lungs in the image.;1.0;healt;2.0;healt;1.0;The lungs in the image look mostly clear.;1.0;sick;2.0;sick;1.0;There are lots of white streaks in the lungs in this image.;1.0;sick;1.0;sick;1.0;The x-ray images shows up some lighter patches in the lungs.;1.0;sick;1.0;sick;5.0;The lungs only appear faintly in the image.;1.0;healt;2.0;healt;2.0;The lungs look clearer on this x-ray image than the examples with pneumonia.;1.0;healt;4.0;healt;5.0;The lungs in the image look mostly clear.;"If the two lungs look different from one another; light streaks in the lungs; and cloudiness in the lungs.";"It looks for clearness, i.e. the darker areas of the image are not flecked with lighter parts or cloudy; and symmetry between the two lungs.";4.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;6.0;1.0;3.0;2.0;3.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;Y;Y;Y;Y;;;;1371.79;121.13;52.78;47.73;47.14;50.92;40.73;47.56;61.8;64.8;44.54;73.93;67.23;319.45;1;1;1;1;0;0;1;0;0;1;0;0;1;1;1;0;1;1;1;0;0;0;1;1;6;8;1;1.0;0.45454545454545453;0.6363636363636364;0.6666666666666666;0.6;3.090909090909091;3.142857142857143;3.0;60.68272727272727;3.8333333333333335;3.0;1.0;1.5;2.5
122;18;218966878;55.0;N;2.0;;;Y;;;;;;Y;;;;;;;;3.0;2;0.96;sick;6.0;sick;6.0;The lungs look fairly cloudy;1.0;sick;6.0;sick;6.0;Image looks very cloudy and thick;0.99;sick;4.0;sick;3.0;Lungs look a lot clearer when moved to the right;0.96;sick;4.0;sick;3.0;Lungs look clearer when moving the slider to the right;1.0;sick;6.0;sick;6.0;There is a marked contrast between the two images;1.0;sick;3.0;sick;2.0;Lungs slightly cloudier looking;0.98;healt;3.0;healt;2.0;Not as cloudy on the left image;0.98;healt;5.0;healt;5.0;Quite a contrast between the two images;0.98;healt;6.0;healt;6.0;Looks clear;1.0;healt;4.0;sick;2.0;The lungs don't look as transparent as they should;0.97;healt;6.0;healt;5.0;quite a difference between the two images;0.99;healt;5.0;sick;2.0;Obviously it's a lot cloudier when the slider moves right but the left image is still not that clear;The transparency of the lungs;The clearness;4.0;4.0;4.0;3.0;4.0;3.0;3.0;3.0;7.0;1.0;4.0;4.0;5.0;1.0;5.0;5.0;5.0;5.0;1.0;4.0;4.0;Y;Y;Y;;Y;;;1277.81;51.19;40.98;56.44;150.71;42.2;79.74;38.77;50.32;52.9;70.27;58.65;72.31;188.22;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;6;10;0;0.8333333333333334;0.5;0.8333333333333334;0.6666666666666666;1.0;4.0;4.4;2.0;63.70666666666667;3.6666666666666665;3.0;1.0;4.5;4.75
